Id,satisfaction_level,number_project,average_monthly_hours,time_spend_company_in_yrs,Work_accident,promotion_last_5years
869,0.74,4,248,6,0,0
870,0.38,2,152,3,1,0
871,0.39,2,126,3,0,1
872,0.87,4,260,5,0,1
873,0.1,5,263,4,0,1
874,0.78,5,220,5,0,0
875,0.14,7,282,5,0,1
876,0.11,6,277,5,0,1
877,0.91,5,257,5,0,1
878,0.49,6,265,3,0,1
879,0.38,2,143,3,0,0
880,0.82,5,263,5,0,0
881,0.38,3,154,4,0,0
882,0.89,5,253,5,0,0
883,0.11,6,294,4,0,0
884,0.37,2,128,3,0,1
885,0.38,2,153,3,0,0
886,0.78,5,256,5,0,0
887,0.41,2,127,3,0,0
888,0.41,2,137,3,0,1
889,0.11,6,295,4,0,1
890,0.11,6,281,4,0,1
891,0.43,2,131,3,1,1
892,0.75,5,237,5,0,0
893,0.74,4,276,5,0,0
894,0.85,5,267,5,0,0
895,0.73,5,266,5,0,1
896,0.1,6,294,4,0,0
897,0.44,2,134,3,0,0
898,0.3,3,309,4,1,1
899,0.11,7,273,4,0,1
900,0.84,5,238,5,0,0
901,0.78,5,271,6,0,0
902,0.43,2,145,3,0,1
903,0.36,2,152,3,0,0
904,0.43,2,128,3,0,0
905,0.45,2,142,3,0,1
906,0.76,5,238,5,0,1
907,0.1,7,286,4,0,0
908,0.09,6,291,4,0,0
909,0.92,5,259,5,0,1
910,0.92,5,248,5,0,1
911,0.79,4,271,5,0,1
912,0.43,2,140,3,0,1
913,0.8,4,274,5,0,0
914,0.44,2,127,3,1,0
915,0.89,5,275,6,0,1
916,0.48,3,239,3,0,0
917,0.11,6,304,4,1,0
918,0.38,2,145,3,0,1
919,0.11,6,259,4,0,0
920,0.82,4,264,5,0,0
921,0.37,2,160,3,0,1
922,0.4,2,138,3,0,0
923,0.43,2,137,3,0,1
924,0.44,2,156,3,0,1
925,0.42,2,147,3,0,0
926,0.11,7,243,4,0,1
927,0.78,4,236,5,0,1
928,0.46,2,212,4,0,0
929,0.77,5,261,6,0,0
930,0.83,4,243,5,0,0
931,0.32,5,271,5,0,0
932,0.9,5,154,4,0,1
933,0.42,2,151,3,0,0
934,0.1,6,254,4,1,0
935,0.1,6,285,4,0,0
936,0.44,2,130,3,0,0
937,0.1,7,301,4,0,0
938,0.11,6,286,4,0,1
939,0.1,6,246,4,0,0
940,0.39,2,135,3,0,0
941,0.92,4,245,5,0,1
942,0.43,2,136,3,0,0
943,0.11,6,301,4,0,1
944,0.81,5,235,5,0,0
945,0.11,7,272,4,0,0
946,0.87,5,274,5,0,1
947,0.37,2,131,3,0,1
948,0.39,2,135,3,0,1
949,0.61,4,196,4,0,1
950,0.11,6,285,4,0,0
951,0.09,7,289,5,0,0
952,0.36,2,157,3,0,1
953,0.09,6,308,4,0,0
954,0.41,4,301,5,0,0
955,0.4,2,131,3,0,0
956,0.1,6,262,5,1,1
957,0.46,2,143,3,1,1
958,0.39,2,133,3,0,1
959,0.41,2,153,3,0,0
960,0.1,7,281,4,0,0
961,0.39,2,132,3,0,1
962,0.73,5,270,5,1,0
963,0.41,2,150,3,0,1
964,0.37,2,140,3,0,1
965,0.38,2,150,3,1,1
966,0.8,5,180,5,0,1
967,0.09,5,281,4,0,1
968,0.85,4,275,5,0,0
969,0.42,2,130,3,0,1
970,0.41,2,130,3,0,1
971,0.38,2,147,3,0,0
972,0.72,5,264,5,0,0
973,0.11,6,290,5,0,0
974,0.37,2,150,3,0,1
975,0.1,6,304,4,0,1
976,0.36,2,136,3,0,0
977,0.92,5,307,5,0,0
978,0.11,5,303,4,0,0
979,0.39,2,156,3,0,0
980,0.11,6,271,4,0,0
981,0.45,2,140,3,0,1
982,0.44,2,130,3,1,0
983,0.85,4,266,6,0,1
984,0.43,2,139,3,0,0
985,0.75,5,260,5,0,1
986,0.11,2,137,3,1,0
987,0.36,2,158,3,0,0
988,0.1,6,249,4,0,0
989,0.74,5,259,5,0,0
990,0.4,2,144,3,0,1
991,0.09,6,244,4,0,0
992,0.76,4,219,5,0,1
993,0.45,2,151,3,0,1
994,0.84,4,269,5,0,0
995,0.38,2,127,3,0,1
996,0.38,2,144,3,0,0
997,0.38,2,157,3,0,0
998,0.86,5,224,5,0,0
999,0.37,2,155,3,0,1
1000,0.37,2,131,3,0,1
1001,0.87,4,258,5,1,1
1002,0.11,6,267,4,0,0
1003,0.42,2,141,3,0,0
1004,0.43,2,160,3,0,0
1005,0.09,6,247,4,0,1
1006,0.54,4,260,3,0,1
1007,0.4,2,151,3,0,0
1008,0.36,2,137,3,1,1
1009,0.87,4,256,5,0,1
1010,0.75,4,239,5,0,1
1011,0.43,2,152,3,0,0
1012,0.43,2,149,3,0,1
1013,0.1,6,284,4,0,0
1014,0.11,7,248,4,0,0
1015,0.44,2,156,3,0,0
1016,0.39,2,138,3,0,0
1017,0.4,2,155,3,0,1
1018,0.92,4,229,6,0,0
1019,0.36,2,136,3,0,0
1020,0.86,4,241,5,0,0
1021,0.74,5,258,5,0,0
1022,0.8,3,146,5,0,1
1023,0.36,2,145,3,0,1
1024,0.42,2,159,3,0,0
1025,0.42,2,129,3,0,0
1026,0.4,2,142,3,0,0
1027,0.46,2,129,3,0,0
1028,0.09,6,287,4,0,1
1029,0.88,4,275,5,0,0
1030,0.1,6,272,4,0,0
1031,0.1,6,307,4,0,0
1032,0.11,4,295,3,0,1
1033,0.84,5,237,5,0,0
1034,0.42,2,158,3,0,1
1035,0.1,6,266,4,1,0
1036,0.1,6,256,4,0,0
1037,0.46,2,158,3,0,1
1038,0.09,7,268,4,0,0
1039,0.89,4,237,5,0,1
1040,0.82,4,273,6,0,1
1041,0.11,6,309,4,0,1
1042,0.81,5,258,5,0,1
1043,0.81,5,233,6,0,0
1044,0.77,4,249,6,0,0
1045,0.63,3,179,2,0,0
1046,0.4,2,128,3,0,0
1047,0.86,4,250,6,0,0
1048,0.37,2,151,3,0,0
1049,0.44,2,132,3,0,1
1050,0.74,5,232,6,0,1
1051,0.79,4,229,5,1,1
1052,0.09,6,261,4,0,1
1053,0.37,2,129,3,0,0
1054,0.09,6,244,4,0,1
1055,0.09,6,258,4,0,0
1056,0.1,7,292,5,0,0
1057,0.45,2,143,3,0,1
1058,0.4,2,136,3,0,0
1059,0.31,6,235,5,0,0
1060,0.7,2,310,3,0,1
1061,0.36,2,152,3,0,1
1062,0.34,6,157,5,1,1
1063,0.87,5,267,5,0,0
1064,0.11,6,302,4,0,1
1065,0.47,4,133,3,0,1
1066,0.43,2,142,3,0,1
1067,0.43,2,129,3,0,1
1068,0.45,2,136,3,0,1
1069,0.74,5,223,5,0,0
1070,0.1,6,244,4,1,0
1071,0.78,5,243,5,0,1
1072,0.9,5,275,3,0,0
1073,0.53,6,205,4,0,0
1074,0.45,2,154,3,0,1
1075,0.86,4,270,5,0,0
1076,0.74,4,267,5,0,1
1077,0.09,6,276,4,0,0
1078,0.8,5,244,5,0,0
1079,0.46,2,128,3,0,0
1080,0.86,5,269,6,0,1
1081,0.86,4,238,5,0,1
1082,0.9,4,269,5,0,0
1083,0.87,5,231,6,0,1
1084,0.83,4,267,5,0,0
1085,0.77,4,245,5,0,0
1086,0.77,4,272,5,0,0
1087,0.9,5,254,5,0,1
1088,0.73,4,273,5,0,0
1089,0.91,4,250,5,0,1
1090,0.36,2,133,3,0,0
1091,0.38,2,150,3,0,1
1092,0.44,2,157,3,0,0
1093,0.73,5,230,5,0,1
1094,0.89,5,260,5,0,0
1095,0.11,6,275,4,0,1
1096,0.1,7,308,4,0,1
1097,0.37,2,129,3,0,1
1098,0.38,2,134,3,0,0
1099,0.42,2,132,3,0,1
1100,0.44,2,153,3,0,1
1101,0.11,6,262,4,0,0
1102,0.09,7,262,4,0,1
1103,0.43,2,130,3,0,0
1104,0.38,2,156,3,0,1
1105,0.11,6,254,4,0,0
1106,0.37,2,130,3,0,0
1107,0.44,2,139,3,0,1
1108,0.72,5,269,5,0,0
1109,0.1,7,297,4,0,0
1110,0.73,5,249,5,0,1
1111,0.09,7,267,4,0,1
1112,0.44,2,149,3,0,1
1113,0.09,6,251,4,0,1
1114,0.1,6,306,4,0,1
1115,0.11,6,279,4,0,0
1116,0.42,2,131,3,0,0
1117,0.09,6,260,4,0,1
1118,0.72,5,249,5,0,1
1119,0.75,4,245,5,0,0
1120,0.44,2,138,3,0,1
1121,0.11,6,278,4,0,0
1122,0.38,2,147,3,0,1
1123,0.39,2,131,3,0,1
1124,0.1,7,301,4,0,0
1125,0.43,2,141,3,0,1
1126,0.39,2,158,3,0,0
1127,0.88,4,235,6,0,0
1128,0.1,7,261,4,0,1
1129,0.1,5,270,4,0,1
1130,0.11,6,290,4,0,1
1131,0.37,2,149,3,0,1
1132,0.37,2,160,3,0,0
1133,0.77,4,150,4,0,1
1134,0.91,5,218,6,0,0
1135,0.46,2,155,3,0,0
1136,0.11,6,291,4,0,1
1137,0.86,5,265,5,0,1
1138,0.87,5,262,6,0,0
1139,0.09,6,303,5,0,0
1140,0.42,2,132,3,0,0
1141,0.82,4,245,5,1,1
1142,0.46,2,129,3,0,0
1143,0.88,5,226,6,0,1
1144,0.1,6,286,4,0,0
1145,0.43,2,140,3,0,1
1146,0.37,2,153,3,0,1
1147,0.8,5,217,5,0,1
1148,0.83,5,258,5,0,1
1149,0.39,2,156,3,0,0
1150,0.77,5,255,5,0,1
1151,0.43,2,129,3,0,1
1152,0.79,4,234,5,0,1
1153,0.39,2,152,3,1,0
1154,0.1,7,300,4,0,0
1155,0.39,2,131,3,0,0
1156,0.11,6,301,4,0,0
1157,0.4,2,156,3,0,1
1158,0.42,2,141,3,1,0
1159,0.57,4,219,2,1,1
1160,0.11,7,269,5,0,0
1161,0.36,4,276,2,0,1
1162,0.11,7,302,4,0,0
1163,0.35,6,281,2,0,0
1164,0.78,5,241,5,0,0
1165,0.11,7,288,4,0,1
1166,0.1,6,303,4,0,0
1167,0.42,2,135,3,0,0
1168,0.43,2,127,3,1,0
1169,0.79,5,245,5,0,0
1170,0.45,2,145,3,0,0
1171,0.09,6,248,4,0,0
1172,0.11,6,302,4,0,0
1173,0.45,2,144,3,0,1
1174,0.11,6,272,4,0,0
1175,0.09,6,294,4,0,0
1176,0.78,4,296,3,0,0
1177,0.38,2,151,3,1,1
1178,0.82,4,249,5,0,0
1179,0.85,4,221,5,0,1
1180,0.45,2,146,3,0,1
1181,0.77,5,243,5,0,1
1182,0.39,2,127,3,0,1
1183,0.91,4,245,5,0,1
1184,0.11,6,264,4,0,0
1185,0.46,2,143,3,0,0
1186,0.43,2,135,3,0,0
1187,0.11,6,262,4,1,1
1188,0.1,6,299,4,0,1
1189,0.09,5,279,4,0,0
1190,0.36,2,155,3,0,0
1191,0.11,6,264,4,0,1
1192,0.09,6,256,5,0,1
1193,0.44,2,129,3,0,1
1194,0.73,5,217,6,0,0
1195,0.21,7,203,5,0,1
1196,0.8,4,264,5,0,1
1197,0.37,2,159,3,0,1
1198,0.79,5,218,5,0,0
1199,0.09,6,298,4,0,1
1200,0.75,6,134,3,0,1
1201,0.83,5,263,5,0,1
1202,0.1,5,252,4,0,1
1203,0.44,2,136,3,0,0
1204,0.42,6,259,4,0,0
1205,0.43,2,158,3,0,1
1206,0.09,7,307,4,0,1
1207,0.44,2,152,3,0,0
1208,0.81,5,237,5,0,0
1209,0.1,7,284,4,0,0
1210,0.1,6,243,4,0,1
1211,0.11,6,268,4,0,1
1212,0.09,6,244,4,0,0
1213,0.75,5,262,5,0,1
1214,0.38,2,134,3,0,1
1215,0.09,7,278,4,0,0
1216,0.74,5,238,5,0,1
1217,0.44,2,127,3,0,0
1218,0.76,4,259,5,0,0
1219,0.42,2,146,3,0,0
1220,0.75,4,243,5,0,0
1221,0.36,2,137,3,0,1
1222,0.75,5,229,5,0,1
1223,0.4,2,134,3,0,0
1224,0.75,4,228,5,0,1
1225,0.09,6,301,4,0,1
1226,0.39,2,127,3,0,1
1227,0.4,2,142,3,0,0
1228,0.39,2,131,3,0,0
1229,0.1,7,310,5,0,1
1230,0.42,2,148,3,0,0
1231,0.37,2,143,3,0,1
1232,0.11,6,250,4,0,0
1233,0.09,7,265,4,0,0
1234,0.41,2,152,3,0,0
1235,0.42,2,145,3,0,0
1236,0.4,2,140,3,0,1
1237,0.36,2,129,3,0,0
1238,0.74,4,226,5,0,0
1239,0.66,5,269,5,0,0
1240,0.38,2,152,3,0,1
1241,0.43,2,132,3,0,1
1242,0.43,2,148,3,0,1
1243,0.1,6,297,5,0,1
1244,0.82,4,274,5,0,1
1245,0.1,6,280,4,0,0
1246,0.1,6,288,4,0,0
1247,0.43,2,155,3,0,0
1248,0.09,7,247,4,0,1
1249,0.41,2,138,3,0,1
1250,0.1,7,284,4,0,0
1251,0.88,4,225,5,0,1
1252,0.43,2,151,3,1,0
1253,0.42,2,155,3,0,0
1254,0.85,4,234,5,0,0
1255,0.38,2,144,3,0,1
1256,0.39,2,142,3,0,1
1257,0.41,2,126,3,0,0
1258,0.88,4,233,6,0,1
1259,0.78,4,241,5,0,1
1260,0.45,2,138,3,0,0
1261,0.09,6,260,4,1,1
1262,0.44,2,145,3,0,0
1263,0.11,6,252,4,0,1
1264,0.36,2,143,3,0,0
1265,0.86,4,270,5,0,1
1266,0.1,6,285,4,0,1
1267,0.45,2,149,3,0,0
1268,0.42,2,158,3,0,1
1269,0.36,2,134,3,0,1
1270,0.45,2,129,3,0,0
1271,0.38,2,131,3,0,0
1272,0.11,6,288,4,0,0
1273,0.45,2,142,3,0,0
1274,0.87,5,227,5,0,0
1275,0.45,2,131,3,0,1
1276,0.1,6,283,5,0,1
1277,0.44,2,139,3,0,0
1278,0.78,4,267,5,0,1
1279,0.38,2,148,3,0,0
1280,0.85,5,272,6,0,0
1281,0.36,2,148,3,1,0
1282,0.75,5,270,5,0,1
1283,0.81,4,218,5,1,0
1284,0.4,2,150,3,0,1
1285,0.83,5,260,5,0,1
1286,0.41,2,127,3,0,1
1287,0.42,2,134,3,0,0
1288,0.09,7,258,4,0,0
1289,0.87,5,304,5,0,1
1290,0.43,6,149,4,0,1
1291,0.39,2,139,3,0,1
1292,0.1,6,272,5,0,1
1293,0.41,2,132,3,0,1
1294,0.72,2,240,2,0,0
1295,0.44,2,137,3,0,0
1296,0.38,2,139,3,0,1
1297,0.46,2,148,3,0,0
1298,0.4,2,149,3,0,0
1299,0.45,2,131,3,0,0
1300,0.89,5,262,5,0,1
1301,0.1,7,284,4,0,1
1302,0.46,2,161,3,0,1
1303,0.09,7,290,4,0,0
1304,0.45,2,149,3,0,0
1305,0.89,4,242,6,0,0
1306,0.62,5,227,4,0,1
1307,0.11,6,276,4,0,0
1308,0.44,2,135,3,0,1
1309,0.09,6,266,4,0,0
1310,0.56,5,236,2,0,1
1311,0.77,4,270,5,0,1
1312,0.39,2,146,3,0,0
1313,0.1,5,272,4,0,0
1314,0.72,5,246,5,0,0
1315,0.4,2,136,3,0,1
1316,0.11,6,260,4,0,0
1317,0.88,5,247,5,0,1
1318,0.37,2,127,3,0,0
1319,0.11,6,267,4,0,0
1320,0.4,2,143,3,0,1
1321,0.1,6,306,4,0,0
1322,0.62,3,131,4,0,1
1323,0.78,4,249,5,0,0
1324,0.37,2,144,3,0,1
1325,0.76,4,254,5,1,0
1326,0.42,2,131,3,0,0
1327,0.1,6,272,4,0,0
1328,0.42,2,157,3,0,0
1329,0.1,7,301,4,0,0
1330,0.1,6,252,4,0,0
1331,0.42,2,130,3,0,1
1332,0.09,6,297,4,0,1
1333,0.1,6,248,4,0,0
1334,0.11,7,257,4,0,0
1335,0.44,2,147,3,0,1
1336,0.87,3,307,5,0,1
1337,0.44,2,154,3,0,1
1338,0.41,2,143,3,0,1
1339,0.51,4,134,3,0,1
1340,0.89,5,221,5,0,1
1341,0.1,6,275,4,0,0
1342,0.9,5,247,5,0,0
1343,0.36,2,131,3,0,0
1344,0.44,2,150,3,0,0
1345,0.39,2,150,3,0,0
1346,0.38,5,137,4,0,1
1347,0.73,4,223,6,0,1
1348,0.1,6,292,4,0,1
1349,0.89,5,130,4,1,0
1350,0.87,5,221,6,0,1
1351,0.84,4,245,5,1,1
1352,0.11,6,274,4,0,0
1353,0.74,5,248,5,0,0
1354,0.79,4,243,5,0,1
1355,0.1,7,273,4,0,1
1356,0.83,5,221,5,0,1
1357,0.1,6,271,4,0,0
1358,0.45,2,157,3,0,1
1359,0.29,2,249,4,0,0
1360,0.46,2,145,3,0,1
1361,0.11,6,262,5,0,1
1362,0.75,5,272,5,0,0
1363,0.4,2,129,3,0,0
1364,0.37,2,134,3,0,1
1365,0.41,2,147,3,0,1
1366,0.1,6,293,4,0,1
1367,0.39,2,129,3,0,0
1368,0.4,2,140,3,0,1
1369,0.41,2,132,3,0,1
1370,0.11,6,284,4,0,1
1371,0.74,5,263,5,0,0
1372,0.42,2,143,3,0,1
1373,0.88,4,265,5,0,0
1374,0.37,2,147,3,0,1
1375,0.78,4,253,5,0,0
1376,0.46,2,141,3,0,0
1377,0.74,5,222,6,0,1
1378,0.11,6,273,4,1,0
1379,0.8,5,240,6,0,1
1380,0.37,2,154,3,0,0
1381,0.87,4,253,6,0,0
1382,0.9,5,221,5,0,1
1383,0.1,6,263,4,0,1
1384,0.43,2,145,3,0,1
1385,0.11,6,279,4,0,0
1386,0.4,2,146,3,0,1
1387,0.09,7,270,4,0,1
1388,0.4,2,135,3,0,1
1389,0.14,5,236,3,0,0
1390,0.4,2,151,3,0,0
1391,0.11,6,244,4,1,0
1392,0.72,4,169,3,0,1
1393,0.39,2,157,3,0,1
1394,0.82,4,246,5,0,1
1395,0.41,2,142,3,0,1
1396,0.45,2,156,3,0,0
1397,0.2,6,281,5,0,0
1398,0.43,2,146,3,0,1
1399,0.39,2,156,3,0,0
1400,0.11,6,299,4,1,1
1401,0.45,2,136,3,0,1
1402,0.11,6,272,4,0,0
1403,0.84,5,240,5,0,1
1404,0.86,5,245,6,0,0
1405,0.79,5,269,5,0,0
1406,0.39,2,130,3,0,0
1407,0.15,4,257,3,0,0
1408,0.81,4,241,5,0,1
1409,0.39,2,136,3,0,1
1410,0.92,4,219,5,0,0
1411,0.9,5,271,5,0,0
1412,0.32,2,280,4,0,0
1413,0.46,2,140,3,0,0
1414,0.83,4,254,5,0,0
1415,0.39,2,131,3,0,0
1416,0.2,6,138,3,0,1
1417,0.11,6,295,4,0,1
1418,0.11,6,301,5,0,1
1419,0.1,7,296,4,0,0
1420,0.75,5,246,5,0,0
1421,0.44,2,145,3,0,1
1422,0.86,5,241,5,1,1
1423,0.1,6,269,4,0,0
1424,0.39,2,146,3,0,1
1425,0.45,2,149,3,0,1
1426,0.1,7,287,4,0,1
1427,0.36,2,138,3,0,0
1428,0.57,4,158,5,0,1
1429,0.09,6,266,4,0,1
1430,0.87,4,255,5,0,1
1431,0.43,2,156,3,0,0
1432,0.36,2,147,3,0,0
1433,0.91,5,265,5,1,1
1434,0.41,2,136,3,0,0
1435,0.37,2,140,3,0,1
1436,0.43,2,146,3,0,0
1437,0.43,2,142,3,0,1
1438,0.4,2,155,3,0,0
1439,0.1,7,285,4,0,0
1440,0.76,4,253,5,1,0
1441,0.82,4,248,5,0,1
1442,0.11,7,255,5,0,0
1443,0.43,2,154,3,1,0
1444,0.11,7,305,4,0,1
1445,0.41,2,141,3,0,0
1446,0.73,5,252,5,0,0
1447,0.37,2,157,3,0,1
1448,0.11,6,250,4,0,1
1449,0.46,2,131,3,0,1
1450,0.41,2,149,3,0,1
1451,0.78,4,260,5,0,1
1452,0.78,5,260,6,0,0
1453,0.72,5,251,5,0,1
1454,0.63,6,242,5,0,1
1455,0.55,6,136,3,0,0
1456,0.45,2,155,3,0,1
1457,0.39,2,155,3,0,0
1458,0.1,6,248,4,0,1
1459,0.4,2,136,3,0,1
1460,0.39,2,133,3,0,1
1461,0.78,4,128,2,0,0
1462,0.42,2,142,3,0,0
1463,0.39,2,149,3,0,1
1464,0.46,2,145,3,0,0
1465,0.1,6,279,4,0,0
1466,0.45,2,146,3,0,1
1467,0.1,6,264,4,1,1
1468,0.1,7,272,4,0,0
1469,0.78,5,256,5,0,0
1470,0.4,2,296,5,0,1
1471,0.45,2,155,3,1,0
1472,0.39,2,130,3,0,0
1473,0.43,2,157,3,0,1
1474,0.09,6,245,4,0,1
1475,0.79,5,226,5,0,0
1476,0.44,2,156,3,1,1
1477,0.79,5,228,5,0,0
1478,0.38,2,155,3,0,0
1479,0.36,2,159,3,0,0
1480,0.39,2,142,3,0,1
1481,0.09,6,271,4,0,1
1482,0.16,4,277,5,0,1
1483,0.09,6,310,4,0,1
1484,0.11,6,254,4,0,0
1485,0.44,2,142,3,0,1
1486,0.11,7,253,4,0,0
1487,0.11,6,260,4,0,0
1488,0.45,2,147,3,0,1
1489,0.1,7,288,4,0,1
1490,0.4,2,160,3,0,0
1491,0.38,2,130,3,0,1
1492,0.39,2,133,3,0,1
1493,0.38,2,160,3,0,0
1494,0.38,2,151,3,0,1
1495,0.17,3,188,4,0,1
1496,0.79,5,247,5,0,1
1497,0.1,7,259,4,0,0
1498,0.37,2,129,3,0,0
1499,0.42,2,152,3,0,1
1500,0.44,2,128,3,0,0
1501,0.11,6,253,4,0,1
1502,0.39,2,151,3,0,0
1503,0.1,5,271,5,0,0
1504,0.4,2,155,3,0,0
1505,0.86,5,245,5,0,1
1506,0.37,2,157,3,0,0
1507,0.4,2,160,3,0,0
1508,0.43,2,149,3,0,0
1509,0.88,5,248,5,0,1
1510,0.44,2,128,3,0,0
1511,0.87,4,224,5,0,0
1512,0.4,2,156,3,0,1
1513,0.45,2,143,3,0,0
1514,0.84,4,250,5,0,1
1515,0.1,3,179,3,0,1
1516,0.72,5,257,5,0,1
1517,0.4,2,127,3,0,1
1518,0.45,2,145,3,0,0
1519,0.89,5,274,5,0,0
1520,0.4,2,131,3,0,0
1521,0.38,2,136,3,0,1
1522,0.38,2,140,3,1,0
1523,0.1,7,265,4,0,1
1524,0.42,2,148,3,1,1
1525,0.74,5,262,5,0,1
1526,0.1,6,261,4,0,1
1527,0.82,5,248,5,0,0
1528,0.38,2,131,3,0,0
1529,0.41,2,160,3,0,0
1530,0.4,2,152,3,0,0
1531,0.83,4,249,5,0,0
1532,0.36,2,144,3,0,1
1533,0.75,4,245,5,0,0
1534,0.44,2,146,3,0,1
1535,0.1,6,297,5,0,0
1536,0.39,2,148,3,1,1
1537,0.09,7,260,4,0,1
1538,0.4,2,152,3,0,1
1539,0.41,2,135,3,0,1
1540,0.83,4,235,5,0,1
1541,0.42,2,145,3,0,0
1542,0.61,5,220,4,0,0
1543,0.44,2,128,3,0,0
1544,0.77,5,237,5,0,1
1545,0.81,4,275,5,0,1
1546,0.1,6,310,4,0,0
1547,0.73,5,251,6,0,0
1548,0.09,6,250,4,0,0
1549,0.9,4,259,6,0,0
1550,0.88,4,259,5,0,0
1551,0.09,7,305,4,0,0
1552,0.4,2,130,3,1,0
1553,0.17,6,250,5,0,0
1554,0.82,5,220,6,0,1
1555,0.9,4,266,5,0,1
1556,0.83,4,255,5,0,0
1557,0.44,2,154,3,0,1
1558,0.5,4,138,3,0,0
1559,0.14,6,291,5,0,0
1560,0.77,4,217,5,0,1
1561,0.09,6,286,4,0,1
1562,0.11,6,290,4,0,1
1563,0.44,2,148,3,0,1
1564,0.43,2,146,3,0,0
1565,0.12,5,136,2,0,1
1566,0.1,7,261,5,0,0
1567,0.1,6,274,4,0,1
1568,0.4,2,132,3,0,1
1569,0.41,2,145,3,0,0
1570,0.37,2,153,3,0,0
1571,0.4,2,139,3,0,0
1572,0.74,4,231,5,0,1
1573,0.39,2,154,3,0,0
1574,0.11,5,307,4,0,1
1575,0.36,2,129,3,0,0
1576,0.8,5,275,5,0,0
1577,0.6,3,250,2,0,0
1578,0.36,2,158,3,0,1
1579,0.1,6,310,5,0,1
1580,0.65,2,181,2,0,1
1581,0.49,4,244,3,0,0
1582,0.73,5,256,6,1,0
1583,0.11,6,259,5,0,0
1584,0.73,4,247,5,0,0
1585,0.43,2,129,3,0,1
1586,0.73,5,229,5,0,0
1587,0.76,5,236,6,0,1
1588,0.09,6,281,4,0,0
1589,0.9,5,264,5,0,0
1590,0.1,6,308,4,0,1
1591,0.43,2,147,3,0,0
1592,0.41,2,159,3,0,0
1593,0.41,2,154,3,0,0
1594,0.1,6,307,4,0,0
1595,0.4,2,132,3,0,0
1596,0.4,2,152,3,0,1
1597,0.36,5,310,3,0,0
1598,0.83,5,230,5,0,0
1599,0.83,5,273,5,0,0
1600,0.41,2,144,3,0,0
1601,0.11,7,296,4,0,1
1602,0.68,5,198,5,1,0
1603,0.43,2,157,3,0,0
1604,0.44,2,145,3,0,1
1605,0.87,5,219,5,0,1
1606,0.43,2,153,3,0,1
1607,0.89,3,178,5,0,0
1608,0.83,5,239,5,0,1
1609,0.11,6,278,5,0,1
1610,0.85,6,260,3,1,1
1611,0.89,4,264,5,0,0
1612,0.09,7,301,4,0,1
1613,0.43,4,134,3,0,0
1614,0.42,2,147,3,0,0
1615,0.43,2,130,3,0,1
1616,0.1,6,307,4,0,0
1617,0.37,2,156,3,0,1
1618,0.76,4,237,5,0,1
1619,0.88,4,254,5,0,1
1620,0.39,2,151,3,0,0
1621,0.45,2,131,3,0,0
1622,0.91,5,241,5,0,0
1623,0.86,5,267,5,0,1
1624,0.39,2,153,3,0,0
1625,0.89,4,217,5,0,0
1626,0.11,6,254,4,0,1
1627,0.1,6,265,5,0,0
1628,0.38,2,146,3,0,0
1629,0.4,2,156,3,0,1
1630,0.86,5,269,5,0,1
1631,0.1,6,288,4,0,0
1632,0.1,6,283,4,0,1
1633,0.42,2,128,3,0,1
1634,0.36,2,130,3,0,1
1635,0.39,2,127,3,0,0
1636,0.43,2,137,3,0,0
1637,0.36,2,133,3,0,1
1638,0.09,6,275,4,0,0
1639,0.42,2,146,3,0,0
1640,0.42,2,135,3,0,1
1641,0.91,5,217,5,0,1
1642,0.41,2,154,3,0,1
1643,0.11,6,247,4,0,1
1644,0.09,6,295,5,0,1
1645,0.83,5,224,5,0,1
1646,0.11,6,281,4,0,1
1647,0.1,7,258,4,0,1
1648,0.42,2,150,3,0,1
1649,0.1,7,282,4,0,1
1650,0.38,2,138,3,0,0
1651,0.77,4,238,6,0,0
1652,0.11,7,244,4,0,1
1653,0.87,5,250,6,0,1
1654,0.1,7,282,4,0,1
1655,0.1,7,253,4,0,1
1656,0.09,6,256,4,0,1
1657,0.84,5,260,5,0,1
1658,0.11,6,245,4,0,0
1659,0.81,5,230,5,0,1
1660,0.77,5,276,5,0,1
1661,0.42,2,137,3,0,0
1662,0.36,2,140,3,0,0
1663,0.81,5,269,6,0,1
1664,0.37,2,130,3,1,0
1665,0.1,6,264,4,0,1
1666,0.14,6,175,5,0,0
1667,0.41,2,159,3,0,0
1668,0.44,2,128,3,0,0
1669,0.82,5,232,5,1,0
1670,0.67,3,166,5,0,0
1671,0.44,2,141,3,0,0
1672,0.42,2,143,3,0,1
1673,0.84,4,239,5,0,0
1674,0.86,4,232,5,0,1
1675,0.56,5,252,2,0,1
1676,0.09,6,255,4,0,0
1677,0.1,7,270,4,0,1
1678,0.39,2,149,3,0,1
1679,0.75,5,276,5,0,0
1680,0.43,2,159,3,0,1
1681,0.09,7,274,5,0,0
1682,0.83,4,264,5,0,1
1683,0.59,3,156,4,0,1
1684,0.44,2,135,3,0,1
1685,0.38,2,128,3,0,1
1686,0.76,5,242,5,0,0
1687,0.22,4,293,3,0,1
1688,0.4,2,141,3,0,1
1689,0.41,2,155,3,0,1
1690,0.38,2,141,3,0,1
1691,0.45,4,212,4,1,1
1692,0.39,2,160,3,0,0
1693,0.45,2,150,3,0,1
1694,0.42,2,132,3,1,1
1695,0.1,6,248,4,0,1
1696,0.78,5,272,5,0,1
